unit_id,section_id,col_id,project_id,col_area,unit_name,strat_name_id,Mbr,Fm,Gp,SGp,t_age,b_age,max_thick,min_thick,outcrop,pbdb_collections,pbdb_occurrences,lith,environ,econ,measure,notes,color,text_color,t_int_id,t_int_name,t_int_age,t_prop,units_above,b_int_id,b_int_name,b_int_age,b_prop,units_below,strat_name_long,refs,clat,clng,t_plat,t_plng,b_plat,b_plng
39067,10258,1703,8,26951.887,unnamed,NA,NA,NA,NA,NA,145,4000,0,0,NA,0,0,igneous igneous igneous  ~ 1,NA,NA,NA,NA,#FDA2A2,#000000,48,Jurassic,145,1,0,190,Precambrian,4000,0,0,NA,32,-34.322,-72.377,0,0,0,0
39075,10261,1704,8,21308.006,unnamed,NA,NA,NA,NA,NA,145,4000,0,0,NA,0,0,igneous igneous igneous  ~ 1,NA,NA,NA,NA,#FDA2A2,#000000,48,Jurassic,145,1,0,190,Precambrian,4000,0,0,NA,32,-34.937,-73.115,0,0,0,0
39508,10424,1724,8,44401.309,unnamed,NA,NA,NA,NA,NA,201.3,541,0,0,NA,0,0,igneous igneous igneous  ~ 1,NA,NA,NA,NA,#FDA2A2,#000000,63,Triassic,201.3,1,0,74,Paleozoic,541,0,0,NA,39,-21.607,-69.357,0,0,0,0
39509,10425,1725,8,38672.137,unnamed,NA,NA,NA,NA,NA,201.3,541,0,0,NA,0,0,igneous igneous igneous  ~ 1,NA,NA,NA,NA,#FDA2A2,#000000,63,Triassic,201.3,1,0,74,Paleozoic,541,0,0,NA,39,-25.455,-69.517,0,0,0,0
34280,8529,1484,1,21179.861,Nisutlin Allochthon,9455,NA,Nisutlin Allochthon,NA,NA,213.125,618.25,1875,0,NA,0,0,muscovite quartz mylonite metamorphic metamorphic  ~ 0.7143|flaser beds marble metasedimentary metamorphic  ~ 0.1429| volcanic volcanic igneous  ~ 0.1429,NA,NA,NA,sheared volcanics,#FCF768,#000000,66,Norian,208.5,0.75,0,203,Hadrynian,850,0.75,0,Nisutlin Allochthon Formation,10,61.031,-133.199,33.144,-47.772,0,0
5783,1348,167,1,23744.41,Frontal Ouachita Facies,NA,NA,NA,NA,NA,312,470,8000,0,NA,0,0,chert chemical sedimentary  ~ 0.3333| sandstone siliciclastic sedimentary  ~ 0.3333| shale siliciclastic sedimentary  ~ 0.3333,marine  marine,NA,NA,NA,#999999,#000000,140,Atokan,312,1,5781,168,Whiterock,470,0,0,NA,1,31.85,-97.116,-8.704,-33.696,3.671,-118.18
5805,1355,168,1,28585.654,Frontal Ouachita Facies,NA,NA,NA,NA,NA,312,471.925,3000,0,NA,0,0,chert chemical sedimentary  ~ 0.3333| sandstone siliciclastic sedimentary  ~ 0.3333| shale siliciclastic sedimentary  ~ 0.3333,inferred marine  marine,NA,NA,NA,#999999,#000000,140,Atokan,312,1,0,120,Arenigian,477.7,0.47336,5807,NA,1,29.658,-100.378,-8.911,-37.29,6.328,-121.069
5806,1355,168,1,28585.654,Interior Ouachita Facies,NA,NA,NA,NA,NA,312,471.925,3000,0,NA,0,0,shale siliciclastic sedimentary  ~ 0.4167| limestone carbonate sedimentary  ~ 0.0833| phyllite metasedimentary metamorphic  ~ 0.4167| marble metasedimentary metamorphic  ~ 0.0833,inferred marine  marine,NA,NA,NA,#5A4633,#000000,140,Atokan,312,1,0,120,Arenigian,477.7,0.47336,5807,NA,1,29.658,-100.378,-8.911,-37.29,6.328,-121.069
25759,7400,1247,7,55625.934,Omoa Fm,9134,NA,Omoa,NA,NA,313.6666,478.9834,0,0,NA,0,0,gneiss metamorphic metamorphic  ~ 0.3125| amphibolite metamorphic metamorphic  ~ 0.3125| schist metamorphic metamorphic  ~ 0.3125| marble metasedimentary metamorphic  ~ 0.0625,NA,NA,NA,NA,#634C2E,#000000,405,Westphalian,307,0.16668,25760,121,Tremadocian,485.4,0.83332,25758,Omoa Formation,7,14.812,-87.82,-16.082,-56.956,12.366,-134.852
34160,8468,1478,1,19772.809,Nisutlin Allochthon,9455,NA,Nisutlin Allochthon,NA,NA,322.15,798.499,1875,0,NA,0,0,quartz sandstone siliciclastic sedimentary  ~ 0.3571| conglomerate siliciclastic sedimentary  ~ 0.3571| arkose siliciclastic sedimentary  ~ 0.0714| breccia siliciclastic sedimentary  ~ 0.0714| phyllite metasedimentary metamorphic  ~ 0.0714| tuff volcanic igneous  ~ 0.0714,inferred marine  marine,NA,NA,"Upper unit: dark grey to black siliceous phyllite, quartzite, minor marble and dolomite interlayered with mafic and felsic metavolcanics; sheared chlorite greit in upper part. Also conglomerate, tuff, and volcanic breccia (zU354)

Lower Unit: meta quartz sandstone, arkose, and grit. intruded by granodiorite (zU359)",#FCF768,#000000,141,Morrowan,319,0.25,"34169,34159",203,Hadrynian,850,0.16667,0,Nisutlin Allochthon Formation,10,61.469,-130.617,16.887,-33.12,0,0
4709,941,117,1,3398.422,Unnamed,NA,NA,NA,NA,NA,323.2,2500,0,0,subsurface,0,0,granite plutonic igneous  ~ 1,NA,NA,NA,NA,#004703,#000000,142,Chesterian,323.2,1,4708,131,Proterozoic,2500,0,0,NA,1,37.125,-77,-27.171,-25.392,0,0
4711,942,118,1,4235.743,Unnamed,NA,NA,NA,NA,NA,323.2,2500,0,0,subsurface,0,0,granite plutonic igneous  ~ 0.0909| metamorphic metamorphic metamorphic  ~ 0.4545| volcanic volcanic igneous  ~ 0.4545,NA,NA,NA,metavolcanic and cataclastic rocks,#5A4633,#000000,142,Chesterian,323.2,1,4710,131,Proterozoic,2500,0,0,NA,1,37.466,-76.966,-26.877,-25.197,0,0
16335,4280,520,1,37427.793,Unnamed,NA,NA,NA,NA,NA,323.2,470,2954,0,subsurface,0,0,metamorphic metamorphic metamorphic  ~ 0.25| phyllite metasedimentary metamorphic  ~ 0.25| quartzite metasedimentary metamorphic  ~ 0.25| slate metasedimentary metamorphic  ~ 0.25,NA,NA,NA,NA,#5E3006,#000000,142,Chesterian,323.2,1,16334,168,Whiterock,470,0,16336,NA,1,30.972,-96.442,-20.35,-46.203,2.703,-118.586
25737,7398,1243,7,25422.133,Las Ovejas Fm,9121,NA,Las Ovejas,NA,NA,342.75,479.625,0,0,NA,0,0,gneiss metamorphic metamorphic  ~ 0.25| amphibolite metamorphic metamorphic  ~ 0.25| marble metasedimentary metamorphic  ~ 0.25| schist metamorphic metamorphic  ~ 0.25,NA,NA,[object Object],NA,#634C2E,#000000,92,Visean,330.9,0.25,0,121,Tremadocian,485.4,0.75,0,Las Ovejas Formation,7,14.218,-90.103,-16.956,-79.614,15.131,-134.929
5784,1348,167,1,23744.41,Interior Ouachita Facies,NA,NA,NA,NA,NA,343.5,470,2950,0,NA,0,0,shale siliciclastic sedimentary  ~ 0.4167| limestone carbonate sedimentary  ~ 0.0833| phyllite metasedimentary metamorphic  ~ 0.4167| marble metasedimentary metamorphic  ~ 0.0833,inferred marine  marine,NA,NA,NA,#5A4633,#000000,144,Osagean,343.5,1,5782,168,Whiterock,470,0,5785,NA,1,31.85,-97.116,-25.64,-60.268,3.671,-118.18
33095,7735,1427,1,136426.141,unnamed,NA,NA,NA,NA,NA,349.975,454.2,0,0,NA,0,0,schist metamorphic metamorphic  ~ 1,NA,NA,NA,metavolcanics,#634C2E,#000000,90,Mississippian,323.2,0.25,0,112,Ordovician,485.4,0.75,0,NA,9,20.547,-88.762,-40.239,-62.944,-60.936,-141.087
33216,7750,1419,1,70889.906,unnamed,NA,NA,NA,NA,NA,349.975,454.2,0,0,NA,0,0,metamorphic metamorphic metamorphic  ~ 1,NA,NA,NA,NA,#634C2E,#000000,90,Mississippian,323.2,0.25,0,112,Ordovician,485.4,0.75,0,NA,9,21.332,-98.079,-30.447,-76.088,-22.502,-136.198
33289,7757,1423,1,124513.703,unnamed,NA,NA,NA,NA,NA,349.975,454.2,0,0,NA,0,0,schist metamorphic metamorphic  ~ 0.5| phyllite metasedimentary metamorphic  ~ 0.5,NA,NA,NA,NA,#634C2E,#000000,90,Mississippian,323.2,0.25,0,112,Ordovician,485.4,0.75,0,NA,9,24.603,-98.922,-28.8,-72.716,-19.874,-133.949
33325,7761,1425,1,31485.979,unnamed,NA,NA,NA,NA,NA,349.975,454.2,0,0,NA,0,0,schist metamorphic metamorphic  ~ 0.5| phyllite metasedimentary metamorphic  ~ 0.5,NA,NA,NA,NA,#634C2E,#000000,90,Mississippian,323.2,0.25,0,112,Ordovician,485.4,0.75,0,NA,9,28.442,-101.288,-25.658,-69.278,-15.841,-132.144
34492,8619,1492,1,22186.094,lower Eagle Bay Fm,9629,NA,Eagle Bay,NA,NA,355.85,518.5,1000,1000,NA,0,0,conglomerate siliciclastic sedimentary  ~ 0.5| greenstone metamorphic metamorphic  ~ 0.1| limestone carbonate sedimentary  ~ 0.1| phyllite metasedimentary metamorphic  ~ 0.1| quartzite metasedimentary metamorphic  ~ 0.1|chloritic schist metamorphic metamorphic  ~ 0.1,inferred marine  marine,NA,NA,"Kootenay terrane fm
also contains ser. schist
1000+",#FCF768,#000000,93,Tournaisian,346.7,0.25,"34498,34499,34495,34496",130,Early Cambrian,541,0.75,34495344980,Eagle Bay Formation,10,51.466,-119.911,-1.685,-57.532,31.477,-143.506
4677,919,116,1,6085.872,Fredricksburg Complex,NA,NA,NA,NA,NA,358.9,635,0,0,surface,0,0,gneiss metamorphic metamorphic  ~ 0.1429| granite plutonic igneous  ~ 0.1429| schist metamorphic metamorphic  ~ 0.7143,NA,NA,NA,NA,#5A4633,#000000,146,Conewangan,358.9,1,0,263,Ediacaran,635,0,4678,NA,1,38,-77.183,-45.307,-40.734,0,0
5149,1205,145,1,19089.719,Unnamed,NA,NA,NA,NA,NA,358.9,635,0,0,NA,0,0,igneous igneous igneous  ~ 0.5| metamorphic metamorphic metamorphic  ~ 0.5,NA,NA,NA,NA,#004703,#000000,146,Conewangan,358.9,1,0,263,Ediacaran,635,0,5148,NA,1,33.901,-80.795,-47.111,-47.528,0,0
6784,1719,247,1,10634.984,Shoo Fly Complex,NA,NA,NA,NA,NA,358.9,471.925,4000,0,surface,0,0,schist metamorphic metamorphic  ~ 0.3333| quartzite metasedimentary metamorphic  ~ 0.3333| marble metasedimentary metamorphic  ~ 0.3333,inferred marine  marine,gold mineral precious commodity,NA,NA,#5A4633,#000000,146,Conewangan,358.9,1,0,120,Arenigian,477.7,0.47336,0,NA,1,38.049,-120.335,-10.091,-68.074,24.129,-123.816
25918,7565,1279,7,55290.391,unnamed,NA,NA,NA,NA,NA,358.9,483.475,0,0,NA,0,0,metamorphic metamorphic metamorphic  ~ 1,NA,NA,NA,NA,#634C2E,#000000,96,Famennian,358.9,1,25919,121,Tremadocian,485.4,0.25,0,NA,7,9.823,-69.478,-40.458,-69.975,-42.404,-122.115
34510,8629,1493,1,12015.445,Snowshoe,8175,NA,NA,Snowshoe,NA,358.9,495.725,1000,1000,NA,0,0,conglomerate siliciclastic sedimentary  ~ 1,inferred marine  marine,NA,NA,barkerville subterrane fm,#FCF768,#000000,96,Famennian,358.9,1,"34512,34511",125,Franconian,496.8,0.25,345110,Snowshoe Group,10,52.512,-121.113,-0.781,-58.23,46.15,-118.771
8645,2170,319,1,31097.721,Keevy Peak Fm,1020,NA,Keevy Peak,NA,NA,373.9,446.15,2000,0,surface,0,0,carbonaceous phyllite metasedimentary metamorphic  ~ 0.8333| quartzite metasedimentary metamorphic  ~ 0.1667,inferred marine  marine,NA,NA,NA,#5A4633,#000000,150,Chemungian,372.2,0.75,8644,160,Richmondian,449,0.75,0,Keevy Peak Formation,1,64.533,-149.97,7.736,-54.713,14.984,-119.634
33630,8196,1453,1,23979.613,Nisutlin Allochthon Fm,9455,NA,Nisutlin Allochthon,NA,NA,380.075,618.25,1875,0,NA,0,0,slate metasedimentary metamorphic  ~ 0.625| basalt volcanic igneous  ~ 0.125|siliceous mylonite metamorphic metamorphic  ~ 0.125| schist metamorphic metamorphic  ~ 0.125,NA,NA,NA,"contains muscovite quartz cataclasite, and phyllonite",#FCF768,#000000,97,Frasnian,372.2,0.25,33631,203,Hadrynian,850,0.75,0,Nisutlin Allochthon Formation,10,62.135,-136.216,1.775,-62.324,0,0
34162,8468,1478,1,19772.809,unnamed,NA,NA,NA,NA,NA,380.075,491.3166,1000,1000,NA,0,0,shale siliciclastic sedimentary  ~ 0.8333| siltstone siliciclastic sedimentary  ~ 0.1667,inferred marine  marine,NA,NA,graphitic siltstone,#999999,#000000,97,Frasnian,372.2,0.25,"34164,34161",124,Trempealeauan,492.5,0.16668,34159,NA,10,61.469,-130.617,2.68,-57.573,46.181,-94.123
34282,8534,1484,1,21179.861,Niasina Fm,9602,NA,Niasina,NA,NA,380.075,490.725,1000,500,NA,0,0,black calcareous siltstone siliciclastic sedimentary  ~ 0.7143| limestone carbonate sedimentary  ~ 0.1429| volcanic volcanic igneous  ~ 0.1429,inferred marine  marine,NA,NA,"siltstone also graphitic
graphitic limestone",#999999,#000000,97,Frasnian,372.2,0.25,0,124,Trempealeauan,492.5,0.25,0,Niasina Formation,10,61.031,-133.199,0.203,-63.221,46.441,-102.645
17264,4411,536,1,10206.273,Unnamed,NA,NA,NA,NA,NA,382.7,470,0,0,subsurface,0,0,shale siliciclastic sedimentary  ~ 0.8333| sandstone siliciclastic sedimentary  ~ 0.1667,marine  marine,NA,NA,NA,#A57B54,#000000,99,Givetian,382.7,1,0,168,Whiterock,470,0,0,NA,1,31.88,-84.71,-44.835,-42.239,-57.07,-128.999
7409,1952,288,1,24725.766,Skajit Limestone,3810,NA,Skajit Limestone,Baird,NA,383.95,464,1000,0,surface,0,0,dolomite carbonate sedimentary  ~ 0.0833| schist metamorphic metamorphic  ~ 0.0833| marble metasedimentary metamorphic  ~ 0.4167| marble metasedimentary metamorphic  ~ 0.4167,marine  marine,NA,NA,"This is a really weird group, I'm not sure if it should be it's own section or if it begins at the beginning of Chazyan or the end of Whiterockian. You probably want to give it a look-over.",#5E3006,#000000,99,Givetian,382.7,0.75,7407,167,Chazyan,464,0,0,Skajit Limestone,1,67.707,-154.909,13.758,-50.623,34.653,-86.034
34122,8511,1475,1,39086.961,Road River,9547,NA,NA,Road River,NA,383.95,471.925,0,0,NA,12,104,siltstone siliciclastic sedimentary  ~ 0.7143| limestone carbonate sedimentary  ~ 0.1429| siltstone siliciclastic sedimentary  ~ 0.1429,inferred marine  marine,NA,NA,possible volcano,#999999,#000000,99,Givetian,382.7,0.75,"34235,34123",120,Arenigian,477.7,0.47336,34120,Road River Group,10,64.55,-138.817,6.387,-59.858,39.432,-91.743
34123,8511,1475,1,39086.961,Jones Ridge,9553,NA,Jones Ridge,NA,NA,383.95,456.05,0,0,NA,0,0,limestone carbonate sedimentary  ~ 1,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,99,Givetian,382.7,0.75,34235,115,Caradocian,458.4,0.25,34122,Jones Ridge Formation,10,64.55,-138.817,6.387,-59.858,24.284,-108.434
38480,10003,1672,1,25623.258,Upper Road River Fm,1749,NA,Road River,NA,NA,386.45,475.775,1000,1000,NA,3,72,shale siliciclastic sedimentary  ~ 0.625| chert chemical sedimentary  ~ 0.125| dolomite carbonate sedimentary  ~ 0.125| limestone carbonate sedimentary  ~ 0.125,inferred marine  marine,NA,NA,NA,#999999,#000000,99,Givetian,382.7,0.25,"0,38484",120,Arenigian,477.7,0.15779,3848438479,Road River Formation,12,61.204,-126.41,-0.903,-62.265,36.675,-94.381
1087,146,36,1,24822.375,Franklinian Sequence,NA,NA,NA,NA,NA,387.7,464,0,0,subsurface,0,0,phyllite metasedimentary metamorphic  ~ 0.5| argillite siliciclastic sedimentary  ~ 0.5,inferred marine  marine,NA,NA,NA,#999999,#000000,100,Eifelian,387.7,1,0,167,Chazyan,464,0,0,NA,1,70.644,-154.583,10.501,-53.498,31.767,-86.704
3669,722,94,1,15772.221,Franklinian Sequence,NA,NA,NA,NA,NA,387.7,464,0,0,subsurface,0,0,phyllite metasedimentary metamorphic  ~ 0.5| argillite siliciclastic sedimentary  ~ 0.5,inferred marine  marine,NA,NA,NA,#999999,#000000,100,Eifelian,387.7,1,0,167,Chazyan,464,0,0,NA,1,70.26,-151.269,10.326,-54.677,32.274,-87.952
3713,732,95,1,8461.454,Franklinian Sequence,NA,NA,NA,NA,NA,387.7,464,0,0,subsurface,0,0,phyllite metasedimentary metamorphic  ~ 0.5| argillite siliciclastic sedimentary  ~ 0.5,inferred marine  marine,NA,NA,NA,#999999,#000000,100,Eifelian,387.7,1,0,167,Chazyan,464,0,0,NA,1,70.343,-149.276,9.915,-55.224,32.232,-88.751
3717,734,96,1,16347.512,Franklinian Sequence,NA,NA,NA,NA,NA,387.7,464,0,0,subsurface,0,0,phyllite metasedimentary metamorphic  ~ 0.5| argillite siliciclastic sedimentary  ~ 0.5,inferred marine  marine,NA,NA,NA,#999999,#000000,100,Eifelian,387.7,1,0,167,Chazyan,464,0,0,NA,1,69.889,-147.653,10.005,-55.943,32.699,-89.392
3738,741,97,1,22350.477,Franklinian Sequence,NA,NA,NA,NA,NA,387.7,464,0,0,subsurface,0,0,phyllite metasedimentary metamorphic  ~ 0.5| argillite siliciclastic sedimentary  ~ 0.5,inferred marine  marine,NA,NA,NA,#999999,#000000,100,Eifelian,387.7,1,0,167,Chazyan,464,0,0,NA,1,70.015,-145.668,9.521,-56.445,32.565,-90.198
10767,2840,396,1,29258.129,Road River Fm,1749,NA,Road River,NA,NA,388.6334,464.75,300,120,surface,27,435,gray dark shale siliciclastic sedimentary  ~ 0.8333|black chert chemical sedimentary  ~ 0.1667,inferred marine  marine,NA,NA,NA,#999999,#000000,100,Eifelian,387.7,0.83332,"10766,10769,10770",168,Whiterock,470,0.38889,0,Road River Formation,1,66.054,-141.526,11.463,-61.109,37.037,-91.49
10747,2834,395,1,21482.889,Unnamed,NA,NA,NA,NA,NA,389.1,564.5,3000,2000,surface,0,0,sandstone siliciclastic sedimentary  ~ 0.2778| conglomerate siliciclastic sedimentary  ~ 0.0556| carbonate carbonate sedimentary  ~ 0.2778| basalt volcanic igneous  ~ 0.0556| argillite siliciclastic sedimentary  ~ 0.2778| tuff volcanic igneous  ~ 0.0556,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,100,Eifelian,387.7,0.75,"10746,10750",263,Ediacaran,635,0.75,0,NA,1,65.915,-144.125,12.098,-60.858,0,0
10770,2840,396,1,29258.129,Upper Mbr of Jones Ridge Limestone,3653,NA,Jones Ridge Limestone,NA,NA,389.5666,450.25,0,0,NA,7,37,carbonate carbonate sedimentary  ~ 1,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,100,Eifelian,387.7,0.66668,10769,162,Edenian,451,0.75,10767,Jones Ridge Limestone,1,66.054,-141.526,11.166,-62.089,25.33,-106.822
8697,2187,322,1,103129.414,Unnamed,NA,NA,NA,NA,NA,391.9,458.4,0,0,NA,0,0,shale siliciclastic sedimentary  ~ 0.2941| chert chemical sedimentary  ~ 0.2941| limestone carbonate sedimentary  ~ 0.2941| sandstone siliciclastic sedimentary  ~ 0.0588| tuff volcanic igneous  ~ 0.0588,inferred marine  marine,NA,NA,NA,#4DF1B0,#000000,100,Eifelian,387.7,0.25,0,166,Blackriverian,458.4,0,0,NA,1,59.571,-161.016,8.743,-76.114,35.325,-112.383
10855,2869,323,1,75595.406,Unnamed,NA,NA,NA,NA,NA,391.9,459.352,0,0,NA,0,0,shale siliciclastic sedimentary  ~ 0.2941| chert chemical sedimentary  ~ 0.2941| limestone carbonate sedimentary  ~ 0.2941| sandstone siliciclastic sedimentary  ~ 0.0588| tuff volcanic igneous  ~ 0.0588,inferred marine  marine,NA,NA,NA,#4DF1B0,#000000,100,Eifelian,387.7,0.25,0,167,Chazyan,464,0.83,0,NA,1,60.23,-159.341,7.866,-75.499,35.367,-111.023
33478,8112,1442,1,14165.82,unnamed,NA,NA,NA,NA,NA,391.9,483.475,0,0,NA,0,0,gray gray light massive  thickly bedded limestone carbonate sedimentary  ~ 0.3846| marble metasedimentary metamorphic  ~ 0.0769|blue gray laminated limestone carbonate sedimentary  ~ 0.3846|calcareous tan mudstone siliciclastic sedimentary  ~ 0.0769| siltstone siliciclastic sedimentary  ~ 0.0769,inferred marine  marine,NA,NA,"top: thick to massively bedded light to midgrey limestone      bottom: laminated blue grey limestone, buff calcareous mudstone",#4D52E7,#E0E0E0,100,Eifelian,387.7,0.25,33483,121,Tremadocian,485.4,0.25,33474,NA,10,60.04,-137.42,10.272,-85.158,60.248,-108.396
38188,9876,1657,1,30738.756,Upper Road River Fm,1749,NA,Road River,NA,NA,392.04,483.475,1000,1000,NA,0,0,shale siliciclastic sedimentary  ~ 0.7143| chert chemical sedimentary  ~ 0.1429| limestone carbonate sedimentary  ~ 0.1429,inferred marine  marine,NA,NA,NA,#999999,#000000,100,Eifelian,387.7,0.225,0,121,Tremadocian,485.4,0.25,38186,Road River Formation,12,65.718,-135.657,3.133,-65.651,45.068,-85.365
34494,8619,1492,1,22186.094,Tsalkom Fm,9631,NA,Tsalkom,NA,NA,396.875,471.925,200,200,NA,0,0,basalt volcanic igneous  ~ 1,NA,NA,NA,NA,#438A47,#000000,102,Emsian,393.3,0.75,34495,120,Arenigian,477.7,0.47336,34493,Tsalkom Formation,10,51.466,-119.911,-13.594,-82.563,33.556,-114.311
33616,8207,1452,1,17590.203,Nasina Fm,9448,NA,Nasina,NA,NA,404.025,503.5,0,0,NA,0,0,slate metasedimentary metamorphic  ~ 0.7143| marble metasedimentary metamorphic  ~ 0.1429| quartzite metasedimentary metamorphic  ~ 0.1429,inferred marine  marine,NA,NA,"graphitic quartzite, graphitic slate",#999999,#000000,102,Emsian,393.3,0.25,33617,128,Middle Cambrian,511,0.75,0,Nasina Formation,10,61.454,-137.17,-9.287,-82.035,49.082,-111.3
11187,3018,425,1,15225.74,Descon Fm,523,NA,Descon,NA,NA,407.6,470,3000,0,surface,10,196,sandstone siliciclastic sedimentary  ~ 1,inferred marine  marine,NA,[object Object],NA,#FCF768,#000000,103,Siegenian,407.6,1,"11183,11185",168,Whiterock,470,0,0,Descon Formation,1,55.683,-133.265,-1.693,-99.185,47.901,-116.613
35498,8943,1543,1,8244.455,Cape Phillips Fm,4996,NA,Cape Phillips,NA,NA,408.4,449.25,940,940,NA,0,0,shale siliciclastic sedimentary  ~ 0.4545| siltstone siliciclastic sedimentary  ~ 0.4545| limestone carbonate sedimentary  ~ 0.0909,inferred marine  marine,NA,NA,NA,#999999,#000000,103,Siegenian,407.6,0.75,35499,161,Maysvillian,450,0.75,35497,Cape Phillips Formation,11,78.472,-86.09,5.185,-57.528,8.911,-92.188
38163,9866,1656,1,11581.181,Upper Road River Fm,1749,NA,Road River,NA,NA,408.4,444.15,240,240,NA,1,1,limestone carbonate sedimentary  ~ 0.8333| shale siliciclastic sedimentary  ~ 0.1667,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,103,Siegenian,407.6,0.75,0,237,Hirnantian,445.2,0.75,38162,Road River Formation,12,66.548,-137.569,1.91,-78.468,12.431,-114.158
34070,8441,1473,1,18481.686,unnamed,NA,NA,NA,NA,NA,412.9,479.625,0,0,NA,0,0,shale siliciclastic sedimentary  ~ 0.625| chert chemical sedimentary  ~ 0.125| limestone carbonate sedimentary  ~ 0.125| sandstone siliciclastic sedimentary  ~ 0.125,inferred marine  marine,NA,NA,NA,#999999,#000000,229,Lochkovian,410.8,0.75,0,121,Tremadocian,485.4,0.75,0,NA,10,68.762,-139.273,7.681,-80.963,44.6,-78.966
33479,8112,1442,1,14165.82,unnamed,NA,NA,NA,NA,NA,416.4,461.125,0,0,NA,0,0,medium thinly bedded tan siltstone siliciclastic sedimentary  ~ 0.4167| argillite siliciclastic sedimentary  ~ 0.0833| marble metasedimentary metamorphic  ~ 0.0833| phyllite metasedimentary metamorphic  ~ 0.0833|mica quartzite metasedimentary metamorphic  ~ 0.0833| sandstone siliciclastic sedimentary  ~ 0.0833| schist metamorphic metamorphic  ~ 0.0833|thinly bedded silty limestone carbonate sedimentary  ~ 0.0833,inferred marine  marine,NA,NA,includes psammite,#999999,#000000,229,Lochkovian,410.8,0.33333,33482,118,Llanvirnian,465.5,0.875,33475,NA,10,60.04,-137.42,6.341,-105.797,45.25,-117.522
35543,8949,1545,1,7031.675,Cape Phillips Fm,4996,NA,Cape Phillips,NA,NA,416.4,449.25,300,300,NA,0,0,shale siliciclastic sedimentary  ~ 0.7143| limestone carbonate sedimentary  ~ 0.1429| siltstone siliciclastic sedimentary  ~ 0.1429,inferred marine  marine,NA,NA,NA,#999999,#000000,104,Gedinnian,410.8,0.33333,0,161,Maysvillian,450,0.75,35541,Cape Phillips Formation,11,79.323,-82.972,8.216,-63.241,9.097,-91.151
10028,2532,355,1,15029.75,Spruce Pine Alaskite and Peymatite,NA,NA,NA,NA,NA,417.1,456.5,0,0,surface,0,0,igneous igneous igneous  ~ 1,NA,NA,NA,NA,#004703,#000000,104,Gedinnian,410.8,0.25,0,165,Rocklandian,456.5,0,0,NA,1,35.941,-81.433,-33.565,-63.917,-19.054,-113.297
35030,8823,1520,1,48117.277,Cape Phillips Fm,4996,NA,Cape Phillips,NA,NA,417.1,449.1667,1020,1020,NA,0,0,shale siliciclastic sedimentary  ~ 0.8333| limestone carbonate sedimentary  ~ 0.1667,inferred marine  marine,NA,NA,NA,#999999,#000000,104,Gedinnian,410.8,0.25,35031,161,Maysvillian,450,0.8333,35029,Cape Phillips Formation,11,75.242,-112.206,7.508,-71.294,12.111,-98.223
35124,8854,1524,1,29131.582,Cape Phillips Fm,4996,NA,Cape Phillips,NA,NA,417.1,449.25,1100,1010,NA,2,6,siltstone siliciclastic sedimentary  ~ 0.625| limestone carbonate sedimentary  ~ 0.125| shale siliciclastic sedimentary  ~ 0.125| siltstone siliciclastic sedimentary  ~ 0.125,inferred marine  marine,NA,NA,NA,#999999,#000000,104,Gedinnian,410.8,0.25,35125,161,Maysvillian,450,0.75,35123,Cape Phillips Formation,11,75.848,-98.157,6.158,-67.987,9.384,-95.944
35142,8858,1525,1,13694.162,Cape Phillips Fm,4996,NA,Cape Phillips,NA,NA,417.1,449.25,2940,2940,NA,76,684,siltstone siliciclastic sedimentary  ~ 0.7143| limestone carbonate sedimentary  ~ 0.1429| shale siliciclastic sedimentary  ~ 0.1429,inferred marine  marine,NA,NA,NA,#999999,#000000,104,Gedinnian,410.8,0.25,35143,161,Maysvillian,450,0.75,35141,Cape Phillips Formation,11,75.357,-95.03,5.393,-67.474,8.465,-95.91
37520,9620,1646,1,20219.195,unnamed,NA,NA,NA,NA,NA,417.1,485.4,0,0,NA,0,0,chert chemical sedimentary  ~ 0.625| limestone carbonate sedimentary  ~ 0.125| sandstone siliciclastic sedimentary  ~ 0.125| shale siliciclastic sedimentary  ~ 0.125,inferred marine  marine,NA,NA,NA,#4DF1B0,#000000,104,Gedinnian,410.8,0.25,0,121,Tremadocian,485.4,0,0,NA,12,67.751,-139.853,10.088,-85.054,48.208,-77.682
33480,8112,1442,1,14165.82,unnamed,NA,NA,NA,NA,NA,417.8,461.75,0,0,NA,0,0,gray green tan greywacke siliciclastic sedimentary  ~ 0.3125| argillite siliciclastic sedimentary  ~ 0.0625| conglomerate siliciclastic sedimentary  ~ 0.0625| limestone carbonate sedimentary  ~ 0.0625| phyllite metasedimentary metamorphic  ~ 0.0625| sandstone siliciclastic sedimentary  ~ 0.0625| siltstone siliciclastic sedimentary  ~ 0.0625| volcaniclastic siliciclastic sedimentary  ~ 0.3125,inferred marine  marine,NA,NA,"buff or green grey greywacke, local limestone and conglomerate",#438A47,#000000,229,Lochkovian,410.8,0.16667,33481,118,Llanvirnian,465.5,0.75,3347533476,NA,10,60.04,-137.42,7.007,-106.936,46.091,-116.761
