unit_id,section_id,col_id,project_id,col_area,unit_name,strat_name_id,Mbr,Fm,Gp,SGp,t_age,b_age,max_thick,min_thick,outcrop,pbdb_collections,pbdb_occurrences,lith,environ,econ,measure,notes,color,text_color,t_int_id,t_int_name,t_int_age,t_prop,units_above,b_int_id,b_int_name,b_int_age,b_prop,units_below,strat_name_long,refs,clat,clng,t_plat,t_plng,b_plat,b_plng
22807,6216,765,1,89147.055,Red River,1712,NA,Red River,Bighorn,NA,449,458.4,0,0,NA,0,0,carbonate carbonate sedimentary  ~ 1,inferred marine  marine,NA,NA,ages of FO and LO uncertain,#4D52E7,#E0E0E0,114,Ashgill,443.8,0,22355,115,Caradocian,458.4,0,0,Red River Formation,2,54.645,-103.296,-2.831,-114.819,7.026,-109.356
35641,8972,1551,1,4658.618,Hazen Fm,9762,NA,Hazen,NA,NA,449,521,540,540,NA,0,0,limestone carbonate sedimentary  ~ 0.5556| breccia siliciclastic sedimentary  ~ 0.1111| sandstone siliciclastic sedimentary  ~ 0.1111| shale siliciclastic sedimentary  ~ 0.1111| siltstone siliciclastic sedimentary  ~ 0.1111,marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,1,35642,254,Stage 3,521,0,35640,Hazen Formation,11,81.336,-70.673,9.137,-88.686,21.942,-95.836
35876,9074,1572,1,2341.282,MClintock Fm,9785,NA,MClintock,Egingway Bay,NA,449,450,0,0,NA,0,0,rhyolite volcanic igneous  ~ 0.5556| basalt volcanic igneous  ~ 0.1111| conglomerate siliciclastic sedimentary  ~ 0.1111| limestone carbonate sedimentary  ~ 0.1111| sandstone siliciclastic sedimentary  ~ 0.1111,inferred marine  marine,NA,NA,NA,#438A47,#000000,161,Maysvillian,449,1,0,161,Maysvillian,450,0,0,MClintock Formation,11,82.942,-72.842,10.659,-88.083,11.837,-86.277
36179,9214,1594,1,11865.187,Blue Mountain Fm,4912,NA,Blue Mountain,NA,NA,449,449.25,30,30,NA,0,0,shale siliciclastic sedimentary  ~ 1,inferred marine  marine,NA,NA,NA,#999999,#000000,161,Maysvillian,449,1,36180,161,Maysvillian,450,0.75,0,Blue Mountain Formation,12,42.144,-82.697,-21.015,-111.92,-20.449,-111.815
36268,9243,1596,1,16604.033,Shequiandah Fm,9877,NA,Shequiandah,NA,NA,449,450,30,30,NA,9,21,shale siliciclastic sedimentary  ~ 1,marine  marine,NA,NA,NA,#999999,#000000,161,Maysvillian,449,1,36269,161,Maysvillian,450,0,0,Shequiandah Formation,12,45.743,-82.195,-18.094,-109.657,-15.909,-109.109
36292,9250,1597,1,23274.096,Blue Mountain Fm,4912,NA,Blue Mountain,NA,NA,449,449.75,30,30,NA,0,0,shale siliciclastic sedimentary  ~ 1,marine  marine,NA,NA,foredeep shale,#999999,#000000,161,Maysvillian,449,1,36293,161,Maysvillian,450,0.25,36291,Blue Mountain Formation,12,43.922,-80.731,-20.19,-109.642,-18.552,-109.308
36326,9263,1598,1,22206.402,Utica Fm,2183,NA,Utica,NA,NA,449,449.75,46,46,NA,0,0,shale siliciclastic sedimentary  ~ 0.8333| limestone carbonate sedimentary  ~ 0.1667,marine  marine,NA,NA,foredeep,#999999,#000000,161,Maysvillian,449,1,36327,161,Maysvillian,450,0.25,36325,Utica Formation,12,42.998,-79.636,-21.38,-109.364,-19.75,-109.072
36393,9290,1600,1,15078.988,Billings Fm,4896,NA,Billings,NA,NA,449,449.25,50,50,NA,0,0,shale siliciclastic sedimentary  ~ 1,marine  marine,NA,NA,foredeep,#999999,#000000,161,Maysvillian,449,1,36394,161,Maysvillian,450,0.75,0,Billings Formation,12,45.345,-75.458,-20.571,-105.381,-20.069,-105.295
36416,9299,1601,1,29154.342,Lachine Fm,5465,NA,Lachine,NA,NA,449,449.25,100,100,NA,0,0,shale siliciclastic sedimentary  ~ 1,marine  marine,NA,NA,foredeep,#999999,#000000,161,Maysvillian,449,1,36417,161,Maysvillian,450,0.75,0,Lachine Formation,12,45.638,-73.591,-20.806,-103.97,-20.319,-103.891
36441,9312,1602,1,6426.345,Utica Fm,2183,NA,Utica,NA,NA,449,451.875,350,350,NA,0,0,shale siliciclastic sedimentary  ~ 0.8333| limestone carbonate sedimentary  ~ 0.1667,marine  marine,NA,NA,foredeep,#999999,#000000,161,Maysvillian,449,1,36442,163,Shermanian,454.5,0.75,36440,Utica Formation,12,45.446,-73.214,-21.082,-103.783,-17.407,-103.076
36460,9317,1603,1,19014.945,Utica Fm,2183,NA,Utica,NA,NA,449,449.25,0,0,NA,0,0,shale siliciclastic sedimentary  ~ 1,marine  marine,NA,NA,foredeep,#999999,#000000,161,Maysvillian,449,1,0,161,Maysvillian,450,0.75,36459,Utica Formation,12,46.924,-71.157,-20.192,-101.807,-19.728,-101.727
36476,9324,1604,1,17514.252,Utica Fm,2183,NA,Utica,NA,NA,449,450.75,0,0,NA,0,0,shale siliciclastic sedimentary  ~ 0.7143| dolomite carbonate sedimentary  ~ 0.1429| limestone carbonate sedimentary  ~ 0.1429,marine  marine,NA,NA,foredeep,#999999,#000000,161,Maysvillian,449,1,36477,162,Edenian,451,0.25,36475,Utica Formation,12,46.397,-71.855,-20.527,-102.477,-17.563,-101.897
36489,9325,1605,1,27563.703,Macasty Fm,5516,NA,Macasty,NA,NA,449,449.75,190,100,NA,1,7,shale siliciclastic sedimentary  ~ 0.8333| limestone carbonate sedimentary  ~ 0.1667,marine  marine,NA,NA,foredeep,#999999,#000000,161,Maysvillian,449,1,36490,161,Maysvillian,450,0.25,36488,Macasty Formation,12,49.437,-63.169,-19.172,-95.65,-17.986,-95.406
37687,9680,1638,1,9260.177,Whiskey Trail Mbr,10085,Whiskey Trail,Beaverfoot,NA,NA,449,449.25,30,30,NA,0,0,dolomite carbonate sedimentary  ~ 0.8333| shale siliciclastic sedimentary  ~ 0.1667,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,1,37688,161,Maysvillian,450,0.75,37686,Whiskey Trail Member,12,50.401,-115.797,4.638,-128.614,5.334,-128.275
37704,9687,1639,1,6419.664,Whiskey Trail Mbr,10085,Whiskey Trail,Beaverfoot,NA,NA,449,449.25,30,30,NA,0,0,dolomite carbonate sedimentary  ~ 0.8333| shale siliciclastic sedimentary  ~ 0.1667,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,1,37705,161,Maysvillian,450,0.75,37703,Whiskey Trail Member,12,51.031,-116.093,1.085,-122.385,1.739,-122.066
12486,3334,443,1,12681.506,Grant Lake Fm,785,NA,Grant Lake,NA,NA,449.1,449.7,34,28,both,109,875,shale siliciclastic sedimentary  ~ 0.1667| carbonate carbonate sedimentary  ~ 0.8333,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.9,12485,161,Maysvillian,450,0.3,12489,Grant Lake Formation,1,39.433,-84.116,-22.75,-114.446,-22.455,-114.398
549,86,18,1,12817.55,Martinsburg Fm,1236,NA,Martinsburg,NA,NA,449.125,451,270,0,subsurface,0,0,shale siliciclastic sedimentary  ~ 0.0833| limestone carbonate sedimentary  ~ 0.4167|red conglomerate siliciclastic sedimentary  ~ 0.0833|red shale siliciclastic sedimentary  ~ 0.0833|black shale siliciclastic sedimentary  ~ 0.0833|argillaceous limestone carbonate sedimentary  ~ 0.0833|arkosic conglomerate siliciclastic sedimentary  ~ 0.0833|calcareous sandstone siliciclastic sedimentary  ~ 0.0833,inferred marine  marine,oil/gas reservoir hydrocarbon energy,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.875,548,162,Edenian,451,0,550,Martinsburg Formation,1,38.5,-83.05,-23.688,-114.188,-19.841,-113.518
437,75,16,1,2823.713,Reedsville Shale,4209,NA,Reedsville Shale,NA,NA,449.1667,451,122,61,both,1,7,calcareous shale siliciclastic sedimentary  ~ 1,inferred marine  marine,NA,NA,NA,#999999,#000000,161,Maysvillian,449,0.8333,435,162,Edenian,451,0,439,Reedsville Shale,1,36.333,-83.066,-25.411,-115.473,-21.583,-114.896
610,93,19,1,8704.973,Ashlock Fm,74,NA,Ashlock,NA,NA,449.1667,449.75,40,30,both,0,0,mudstone siliciclastic sedimentary  ~ 0.8333| limestone carbonate sedimentary  ~ 0.1667,inferred marine  marine,NA,NA,NA,#999999,#000000,161,Maysvillian,449,0.8333,609,161,Maysvillian,450,0.25,612,Ashlock Formation,1,37.579,-83.001,-24.392,-114.681,-23.001,-114.482
685,98,20,1,4162.043,Ashlock Fm,74,NA,Ashlock,NA,NA,449.1667,449.6667,25,0,subsurface,0,0,mudstone siliciclastic sedimentary  ~ 0.8333| limestone carbonate sedimentary  ~ 0.1667,inferred marine  marine,NA,NA,NA,#999999,#000000,161,Maysvillian,449,0.8333,682,161,Maysvillian,450,0.3333,686,Ashlock Formation,1,36.98,-83.22,-24.91,-115.265,-23.712,-115.102
688,98,20,1,4162.043,Martinsburg Fm,1236,NA,Martinsburg,NA,NA,449.1667,451,270,0,subsurface,0,0,shale siliciclastic sedimentary  ~ 0.0909| limestone carbonate sedimentary  ~ 0.4545|red conglomerate siliciclastic sedimentary  ~ 0.0909|red shale siliciclastic sedimentary  ~ 0.0909|black shale siliciclastic sedimentary  ~ 0.0909|argillaceous limestone carbonate sedimentary  ~ 0.0909|calcareous sandstone siliciclastic sedimentary  ~ 0.0909,inferred marine  marine,oil/gas reservoir hydrocarbon energy,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.8333,683,162,Edenian,451,0,690,Martinsburg Formation,1,36.98,-83.22,-24.503,-115.212,-21.094,-114.661
890,122,25,1,2890.708,Reedsville Shale,4209,NA,Reedsville Shale,NA,NA,449.1667,451,137,128,surface,0,0,shale siliciclastic sedimentary  ~ 0.625| sandstone siliciclastic sedimentary  ~ 0.125| siltstone siliciclastic sedimentary  ~ 0.125| limestone carbonate sedimentary  ~ 0.125,inferred marine  marine,NA,NA,NA,#999999,#000000,161,Maysvillian,449,0.8333,888,162,Edenian,451,0,891,Reedsville Shale,1,36.778,-82.356,-25.343,-114.676,-21.559,-114.118
1481,184,42,1,2718.542,Oswego Sandstone,3376,NA,Oswego Sandstone,NA,NA,449.1667,449.3333,10,3,surface,0,0,sandstone siliciclastic sedimentary  ~ 1,inferred marine  marine,NA,NA,NA,#FCF768,#000000,161,Maysvillian,449,0.8333,1480,161,Maysvillian,450,0.6667,1486,Oswego Sandstone,1,37.527,-80.035,-25.656,-112.492,-25.266,-112.455
2961,565,79,1,12591.561,Maquoketa Fm,1216,NA,Maquoketa,NA,NA,449.1667,449.3333,12,0,subsurface,0,0,dolomitic limestone carbonate sedimentary  ~ 0.8333| chert chemical sedimentary  ~ 0.1667,marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.8333,0,161,Maysvillian,450,0.6667,2962,Maquoketa Formation,1,42.738,-95.85,-14.331,-119.601,-13.9,-119.469
2996,584,80,1,21687.664,Maquoketa Fm,1216,NA,Maquoketa,NA,NA,449.1667,449.3333,40,27,subsurface,0,0,dolomite carbonate sedimentary  ~ 0.8333| chert chemical sedimentary  ~ 0.1667,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.8333,0,161,Maysvillian,450,0.6667,2997,Maquoketa Formation,1,42.511,-94.241,-15.291,-118.847,-14.864,-118.722
3438,696,90,1,28779.035,Maquoketa Fm,1216,NA,Maquoketa,NA,NA,449.1667,449.3333,10,0,subsurface,0,0,dolomite carbonate sedimentary  ~ 0.8333| chert chemical sedimentary  ~ 0.1667,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.8333,0,161,Maysvillian,450,0.6667,3439,Maquoketa Formation,1,40.721,-92.913,-17.294,-119.286,-16.865,-119.172
11253,3045,427,1,52851.508,Stonington Fm,2003,NA,Stonington,NA,NA,449.1667,449.3333,46,17,both,6,160,limestone carbonate sedimentary  ~ 0.8333| shale siliciclastic sedimentary  ~ 0.1667,marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.8333,11252,161,Maysvillian,450,0.6667,11254,Stonington Formation,1,46.373,-85.766,-15.894,-111.426,-15.511,-111.32
12894,3407,447,1,14593.789,Ashlock Fm,74,NA,Ashlock,NA,NA,449.1667,449.25,21,0,both,0,0,mudstone siliciclastic sedimentary  ~ 0.8333| limestone carbonate sedimentary  ~ 0.1667,inferred marine  marine,NA,NA,NA,#999999,#000000,161,Maysvillian,449,0.8333,12893,161,Maysvillian,450,0.75,12895,Ashlock Formation,1,37.116,-85.62,-23.616,-116.856,-23.408,-116.823
12936,3424,449,1,11209.87,Bellevue Tongue of Grant Lake Limestone,7829,Bellevue Tongue,Grant Lake Limestone,NA,NA,449.1667,449.3333,12,6,both,42,312,shale siliciclastic sedimentary  ~ 0.1667| limestone carbonate sedimentary  ~ 0.8333,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.8333,12935,161,Maysvillian,450,0.6667,1293712938,Bellevue Tongue,1,38.487,-84.473,-22.997,-115.199,-22.591,-115.133
13019,3436,450,1,14624.119,Calloway Creek Limestone,3512,NA,Calloway Creek Limestone,NA,Kittatiny,449.1667,450,30,0,both,15,122,shale siliciclastic sedimentary  ~ 0.1667| limestone carbonate sedimentary  ~ 0.8333,inferred marine  marine,oil reservoir hydrocarbon energy,"[object Object],[object Object]",NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.8333,13018,161,Maysvillian,450,0,13021,Calloway Creek Limestone,1,37.641,-84.406,-23.73,-115.664,-21.715,-115.331
13325,3495,452,1,12938.882,Leipers Fm,1118,NA,Leipers,NA,NA,449.1667,449.3333,53,0,both,16,149,phosphatic limestone carbonate sedimentary  ~ 0.5| mixed carbonate-siliciclastic carbonate sedimentary  ~ 0.5,inferred marine  marine,NA,NA,NA,#1E0BF1,#FFFFFF,161,Maysvillian,449,0.8333,0,161,Maysvillian,450,0.6667,0,Leipers Formation,1,36.03,-86.753,-23.967,-118.357,-23.542,-118.288
13376,3515,453,1,9609.356,Leipers Fm,1118,NA,Leipers,NA,NA,449.1667,449.3333,53,0,both,3,16,shale siliciclastic sedimentary  ~ 0.125| limestone carbonate sedimentary  ~ 0.125| mixed carbonate-siliciclastic carbonate sedimentary  ~ 0.625| phosphorite chemical sedimentary  ~ 0.125,inferred marine  marine,NA,NA,NA,#1E0BF1,#FFFFFF,161,Maysvillian,449,0.8333,0,161,Maysvillian,450,0.6667,0,Leipers Formation,1,35.53,-86.003,-24.729,-118.14,-24.306,-118.077
35029,8823,1520,1,48117.277,unnamed,NA,NA,NA,NA,NA,449.1667,449.3333,1020,1020,NA,0,0,limestone carbonate sedimentary  ~ 0.5| dolomite carbonate sedimentary  ~ 0.5,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.8333,35030,161,Maysvillian,450,0.6667,35028,NA,11,75.242,-112.206,12.111,-98.223,12.399,-97.917
12959,3426,448,1,11906.719,Ashlock Fm,74,NA,Ashlock,NA,NA,449.2,449.25,21,0,both,4,22,mudstone siliciclastic sedimentary  ~ 0.8333| limestone carbonate sedimentary  ~ 0.1667,inferred marine  marine,NA,NA,NA,#999999,#000000,161,Maysvillian,449,0.8,12958,161,Maysvillian,450,0.75,12960,Ashlock Formation,1,37.841,-85.966,-22.658,-116.611,-23.599,-116.404
226,63,12,1,15409.04,Leipers Limestone,3678,NA,Leipers Limestone,NA,NA,449.25,450,46,15,both,0,0,argillaceous limestone carbonate sedimentary  ~ 1,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.75,"224,225",161,Maysvillian,450,0,227,Leipers Limestone,1,36.011,-84.924,-24.634,-117.018,-22.788,-116.73
277,66,13,1,6651.15,Reedsville Shale,4209,NA,Reedsville Shale,NA,NA,449.25,451,122,0,both,0,0,calcareous shale siliciclastic sedimentary  ~ 1,inferred marine  marine,NA,NA,NA,#999999,#000000,161,Maysvillian,449,0.75,276,162,Edenian,451,0,279,Reedsville Shale,1,36.45,-83.575,-24.884,-115.756,-21.245,-115.174
278,66,13,1,6651.15,Martinsburg Shale,4150,NA,Martinsburg Shale,NA,NA,449.25,456.5,305,0,both,0,0,shale siliciclastic sedimentary  ~ 0.7143| siltstone siliciclastic sedimentary  ~ 0.1429| limestone carbonate sedimentary  ~ 0.1429,inferred marine  marine,NA,NA,NA,#999999,#000000,161,Maysvillian,449,0.75,276,165,Rocklandian,456.5,0,289,Martinsburg Shale,1,36.45,-83.575,-24.884,-115.756,-17.568,-114.372
495,81,17,1,13346.396,Grant Lake Fm,785,NA,Grant Lake,NA,NA,449.25,449.75,42,30,both,0,0,shale siliciclastic sedimentary  ~ 0.1667| limestone carbonate sedimentary  ~ 0.8333,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.75,494,161,Maysvillian,450,0.25,496,Grant Lake Formation,1,39.397,-82.828,-22.73,-113.465,-21.562,-113.272
545,86,18,1,12817.55,Grant Lake Fm,785,NA,Grant Lake,NA,NA,449.25,449.375,40,30,both,13,91,shale siliciclastic sedimentary  ~ 0.1667| limestone carbonate sedimentary  ~ 0.8333,inferred marine  marine,cement construction material,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.75,544,161,Maysvillian,450,0.625,546,Grant Lake Formation,1,38.5,-83.05,-23.394,-114.146,-23.1,-114.102
611,93,19,1,8704.973,Grant Lake Fm,785,NA,Grant Lake,NA,NA,449.25,449.75,30,24,both,0,0,shale siliciclastic sedimentary  ~ 0.1667| limestone carbonate sedimentary  ~ 0.8333,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.75,609,161,Maysvillian,450,0.25,612,Grant Lake Formation,1,37.579,-83.001,-24.19,-114.655,-23.001,-114.482
689,6355,811,1,1315.369,Reedsville Fm,1716,NA,Reedsville,NA,NA,449.25,451,170,0,subsurface,0,0,shale siliciclastic sedimentary  ~ 0.125| limestone carbonate sedimentary  ~ 0.625|black shale siliciclastic sedimentary  ~ 0.125|calcareous shale siliciclastic sedimentary  ~ 0.125,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.75,684,162,Edenian,451,0,691,Reedsville Formation,1,36.856,-83.208,-24.707,-115.239,-21.094,-114.661
737,104,21,1,2433.784,Reedsville Shale,4209,NA,Reedsville Shale,NA,NA,449.25,451,107,91,both,0,0,shale siliciclastic sedimentary  ~ 0.8333| limestone carbonate sedimentary  ~ 0.1667,marine  marine,NA,NA,NA,#999999,#000000,161,Maysvillian,449,0.75,736,162,Edenian,451,0,738,Reedsville Shale,1,36.735,-82.925,-24.932,-115.102,-21.326,-114.542
824,115,23,1,5533.439,Reedsville Shale,4209,NA,Reedsville Shale,NA,NA,449.25,451,137,128,surface,0,0,shale siliciclastic sedimentary  ~ 0.8333| limestone carbonate sedimentary  ~ 0.1667,inferred marine  marine,NA,[object Object],NA,#999999,#000000,161,Maysvillian,449,0.75,"822,823",162,Edenian,451,0,825,Reedsville Shale,1,37.3,-82.116,-24.802,-114.167,-21.245,-113.625
993,133,27,1,2774.671,Martinsburg Fm,1236,NA,Martinsburg,NA,NA,449.25,455.75,385,0,surface,43,198,shale siliciclastic sedimentary  ~ 0.5556| sandstone siliciclastic sedimentary  ~ 0.1111|red shale siliciclastic sedimentary  ~ 0.1111|black shale siliciclastic sedimentary  ~ 0.1111|calcareous sandstone siliciclastic sedimentary  ~ 0.1111,inferred marine  marine,NA,NA,NA,#999999,#000000,161,Maysvillian,449,0.75,992,165,Rocklandian,456.5,0.75,994,Martinsburg Formation,1,36.817,-81.944,-25.285,-114.322,-19.017,-113.269
1103,150,28,1,3176.072,Martinsburg Fm,1236,NA,Martinsburg,NA,NA,449.25,455.25,490,365,surface,0,0,shale siliciclastic sedimentary  ~ 0.5| siltstone siliciclastic sedimentary  ~ 0.1| ash volcanic igneous  ~ 0.1|red shale siliciclastic sedimentary  ~ 0.1|black shale siliciclastic sedimentary  ~ 0.1|calcareous sandstone siliciclastic sedimentary  ~ 0.1,inferred marine  marine,NA,NA,NA,#999999,#000000,161,Maysvillian,449,0.75,1102,164,Kirkfield,455.5,0.25,1104,Martinsburg Formation,1,37.133,-81.466,-25.217,-113.779,-19.596,-112.873
1141,155,37,1,2728.507,Martinsburg Fm,1236,NA,Martinsburg,NA,NA,449.25,456.25,545,243,surface,40,229,shale siliciclastic sedimentary  ~ 0.1111| siltstone siliciclastic sedimentary  ~ 0.5556|red shale siliciclastic sedimentary  ~ 0.1111|black shale siliciclastic sedimentary  ~ 0.1111|calcareous sandstone siliciclastic sedimentary  ~ 0.1111,inferred marine  marine,NA,NA,NA,#999999,#000000,161,Maysvillian,449,0.75,1140,165,Rocklandian,456.5,0.25,1142,Martinsburg Formation,1,37.018,-81.231,-25.413,-113.668,-18.606,-112.529
1181,159,38,1,2427.032,Martinsburg Fm,1236,NA,Martinsburg,NA,NA,449.25,455.25,700,545,both,83,608,mudstone siliciclastic sedimentary  ~ 0.5556| sandstone siliciclastic sedimentary  ~ 0.1111|red shale siliciclastic sedimentary  ~ 0.1111|black shale siliciclastic sedimentary  ~ 0.1111|calcareous sandstone siliciclastic sedimentary  ~ 0.1111,inferred marine  marine,NA,[object Object],NA,#999999,#000000,161,Maysvillian,449,0.75,1180,164,Kirkfield,455.5,0.25,1182,Martinsburg Formation,1,37.238,-80.555,-25.501,-113.031,-19.942,-112.186
1441,180,41,1,5739.544,Reedsville Shale,4209,NA,Reedsville Shale,NA,NA,449.25,451,180,0,surface,0,0,shale siliciclastic sedimentary  ~ 0.8333| limestone carbonate sedimentary  ~ 0.1667,inferred marine  marine,NA,NA,NA,#999999,#000000,161,Maysvillian,449,0.75,1439,162,Edenian,451,0,1442,Reedsville Shale,1,38.092,-79.772,-25.074,-111.963,-21.635,-111.499
1545,6324,809,1,4063.476,Sandstone Mbr of Martinsburg Fm,1236,NA,Martinsburg,NA,NA,449.25,449.75,31,15,surface,0,0,shale siliciclastic sedimentary  ~ 0.0833| sandstone siliciclastic sedimentary  ~ 0.4167|red conglomerate siliciclastic sedimentary  ~ 0.0833|red shale siliciclastic sedimentary  ~ 0.0833|black shale siliciclastic sedimentary  ~ 0.0833|arkosic conglomerate siliciclastic sedimentary  ~ 0.0833|calcareous sandstone siliciclastic sedimentary  ~ 0.0833|red shale siliciclastic sedimentary  ~ 0.0833,marine  marine,NA,[object Object],NA,#FCF768,#000000,161,Maysvillian,449,0.75,0,161,Maysvillian,450,0.25,1546,Martinsburg Formation,1,38.231,-78.935,-25.275,-111.254,-24.148,-111.137
1997,308,47,1,4248.006,Martinsburg Fm,1236,NA,Martinsburg,NA,NA,449.25,453.625,730,370,both,0,0,shale siliciclastic sedimentary  ~ 0.4167| limestone carbonate sedimentary  ~ 0.0833|red conglomerate siliciclastic sedimentary  ~ 0.0833|red shale siliciclastic sedimentary  ~ 0.0833|black shale siliciclastic sedimentary  ~ 0.0833|argillaceous limestone carbonate sedimentary  ~ 0.0833|arkosic conglomerate siliciclastic sedimentary  ~ 0.0833|calcareous sandstone siliciclastic sedimentary  ~ 0.0833,inferred marine  marine,NA,NA,NA,#999999,#000000,161,Maysvillian,449,0.75,1996,163,Shermanian,454.5,0.25,2001,Martinsburg Formation,1,39.04,-79.154,-24.484,-110.988,-20.246,-110.357
1998,308,47,1,4248.006,Reedsville Fm,1716,NA,Reedsville,NA,NA,449.25,451,600,500,both,0,0,shale siliciclastic sedimentary  ~ 0.625| limestone carbonate sedimentary  ~ 0.125|black shale siliciclastic sedimentary  ~ 0.125|calcareous shale siliciclastic sedimentary  ~ 0.125,inferred marine  marine,NA,NA,NA,#999999,#000000,161,Maysvillian,449,0.75,1996,162,Edenian,451,0,2000,Reedsville Formation,1,39.04,-79.154,-24.484,-110.988,-21.1,-110.512
2024,312,55,1,8200.629,Aleman Fm,19,NA,Aleman,Montoya,NA,449.25,450,60,46,both,10,46,cherty dolomite carbonate sedimentary  ~ 0.8333| dolomite carbonate sedimentary  ~ 0.1667,marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.75,2023,161,Maysvillian,450,0,2025,Aleman Formation,1,32.613,-106.421,-14.726,-133.062,-12.556,-132.354
2042,317,54,1,12371.29,Aleman Fm,19,NA,Aleman,Montoya,NA,449.25,450,36,0,both,8,17,dolomite carbonate sedimentary  ~ 1,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.75,2041,161,Maysvillian,450,0,0,Aleman Formation,1,31.909,-106.502,-15.098,-133.684,-12.918,-132.977
2241,370,63,1,6607.91,Aleman Fm,19,NA,Aleman,Montoya,NA,449.25,450.25,36,0,surface,2,4,dolomite carbonate sedimentary  ~ 1,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.75,2240,162,Edenian,451,0.75,2242,Aleman Formation,1,33.235,-106.642,-14.201,-132.668,-11.488,-131.77
3024,595,81,1,16101.408,Dubuque Fm,562,NA,Dubuque,Galena,NA,449.25,450,9,0,subsurface,0,0,dolomitic limestone carbonate sedimentary  ~ 1,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.75,3023,161,Maysvillian,450,0,3025,Dubuque Formation,1,42.751,-92.798,-15.59,-117.789,-13.728,-117.239
3064,619,82,1,18971.158,Dubuque Fm,562,NA,Dubuque,Galena,NA,449.25,450,9,0,subsurface,1,6,shale siliciclastic sedimentary  ~ 0.1667| dolomite carbonate sedimentary  ~ 0.8333,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.75,3063,161,Maysvillian,450,0,3065,Dubuque Formation,1,42.07,-91.828,-16.572,-117.671,-14.712,-117.148
3096,624,83,1,21392.492,Dubuque Fm,562,NA,Dubuque,Galena,NA,449.25,450,9,8,subsurface,0,0,dolomite carbonate sedimentary  ~ 1,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.75,3095,161,Maysvillian,450,0,3097,Dubuque Formation,1,40.966,-91.17,-17.738,-118.005,-15.87,-117.51
3231,664,87,1,10281.852,Galena Gp,2482,NA,NA,Galena,NA,449.25,451.875,73,55,subsurface,0,0,dolomite carbonate sedimentary  ~ 0.8333| chert chemical sedimentary  ~ 0.1667,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.75,3230,163,Shermanian,454.5,0.75,3232,Galena Group,1,41.123,-96.095,-15.173,-120.811,-10.98,-119.483
3331,679,88,1,12516.514,Galena Gp,2482,NA,NA,Galena,NA,449.25,451.875,38,24,subsurface,0,0,dolomite carbonate sedimentary  ~ 0.8333| chert chemical sedimentary  ~ 0.1667,marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.75,3330,163,Shermanian,454.5,0.75,3332,Galena Group,1,41.582,-95.626,-15.077,-120.22,-10.913,-118.897
3357,684,89,1,19038.189,Dubuque Fm,562,NA,Dubuque,Galena,NA,449.25,450,11,9,subsurface,1,6,dolomite carbonate sedimentary  ~ 1,inferred marine  marine,NA,NA,NA,#4D52E7,#E0E0E0,161,Maysvillian,449,0.75,3356,161,Maysvillian,450,0,3358,Dubuque Formation,1,41.543,-94.031,-15.906,-119.328,-14.007,-118.773
